,date,country,type,cases,CODE
0,2020-01-22,Afghanistan,confirmed,0,AFG
1,2020-01-23,Afghanistan,confirmed,0,AFG
2,2020-01-24,Afghanistan,confirmed,0,AFG
3,2020-01-25,Afghanistan,confirmed,0,AFG
4,2020-01-26,Afghanistan,confirmed,0,AFG
5,2020-01-27,Afghanistan,confirmed,0,AFG
6,2020-01-28,Afghanistan,confirmed,0,AFG
7,2020-01-29,Afghanistan,confirmed,0,AFG
8,2020-01-30,Afghanistan,confirmed,0,AFG
9,2020-01-31,Afghanistan,confirmed,0,AFG
10,2020-02-01,Afghanistan,confirmed,0,AFG
11,2020-02-02,Afghanistan,confirmed,0,AFG
12,2020-02-03,Afghanistan,confirmed,0,AFG
13,2020-02-04,Afghanistan,confirmed,0,AFG
14,2020-02-05,Afghanistan,confirmed,0,AFG
15,2020-02-06,Afghanistan,confirmed,0,AFG
16,2020-02-07,Afghanistan,confirmed,0,AFG
17,2020-02-08,Afghanistan,confirmed,0,AFG
18,2020-02-09,Afghanistan,confirmed,0,AFG
19,2020-02-10,Afghanistan,confirmed,0,AFG
20,2020-02-11,Afghanistan,confirmed,0,AFG
21,2020-02-12,Afghanistan,confirmed,0,AFG
22,2020-02-13,Afghanistan,confirmed,0,AFG
23,2020-02-14,Afghanistan,confirmed,0,AFG
24,2020-02-15,Afghanistan,confirmed,0,AFG
25,2020-02-16,Afghanistan,confirmed,0,AFG
26,2020-02-17,Afghanistan,confirmed,0,AFG
27,2020-02-18,Afghanistan,confirmed,0,AFG
28,2020-02-19,Afghanistan,confirmed,0,AFG
29,2020-02-20,Afghanistan,confirmed,0,AFG
30,2020-02-21,Afghanistan,confirmed,0,AFG
31,2020-02-22,Afghanistan,confirmed,0,AFG
32,2020-02-23,Afghanistan,confirmed,0,AFG
33,2020-02-24,Afghanistan,confirmed,1,AFG
34,2020-02-25,Afghanistan,confirmed,1,AFG
35,2020-02-26,Afghanistan,confirmed,1,AFG
36,2020-02-27,Afghanistan,confirmed,1,AFG
37,2020-02-28,Afghanistan,confirmed,1,AFG
38,2020-02-29,Afghanistan,confirmed,1,AFG
39,2020-03-01,Afghanistan,confirmed,1,AFG
40,2020-03-02,Afghanistan,confirmed,1,AFG
41,2020-03-03,Afghanistan,confirmed,2,AFG
42,2020-03-04,Afghanistan,confirmed,4,AFG
43,2020-03-05,Afghanistan,confirmed,4,AFG
44,2020-03-06,Afghanistan,confirmed,4,AFG
45,2020-03-07,Afghanistan,confirmed,4,AFG
46,2020-03-08,Afghanistan,confirmed,5,AFG
47,2020-03-09,Afghanistan,confirmed,7,AFG
48,2020-03-10,Afghanistan,confirmed,8,AFG
49,2020-03-11,Afghanistan,confirmed,11,AFG
50,2020-03-12,Afghanistan,confirmed,12,AFG
51,2020-03-13,Afghanistan,confirmed,13,AFG
52,2020-03-14,Afghanistan,confirmed,15,AFG
53,2020-03-15,Afghanistan,confirmed,16,AFG
54,2020-03-16,Afghanistan,confirmed,18,AFG
55,2020-03-17,Afghanistan,confirmed,20,AFG
56,2020-03-18,Afghanistan,confirmed,24,AFG
57,2020-03-19,Afghanistan,confirmed,25,AFG
58,2020-03-20,Afghanistan,confirmed,29,AFG
59,2020-03-21,Afghanistan,confirmed,30,AFG
60,2020-03-22,Afghanistan,confirmed,34,AFG
61,2020-03-23,Afghanistan,confirmed,41,AFG
62,2020-03-24,Afghanistan,confirmed,43,AFG
63,2020-03-25,Afghanistan,confirmed,76,AFG
64,2020-03-26,Afghanistan,confirmed,80,AFG
65,2020-03-27,Afghanistan,confirmed,91,AFG
66,2020-03-28,Afghanistan,confirmed,107,AFG
67,2020-03-29,Afghanistan,confirmed,118,AFG
68,2020-03-30,Afghanistan,confirmed,146,AFG
69,2020-03-31,Afghanistan,confirmed,175,AFG
70,2020-04-01,Afghanistan,confirmed,197,AFG
71,2020-04-02,Afghanistan,confirmed,240,AFG
72,2020-04-03,Afghanistan,confirmed,275,AFG
73,2020-04-04,Afghanistan,confirmed,300,AFG
74,2020-04-05,Afghanistan,confirmed,338,AFG
75,2020-04-06,Afghanistan,confirmed,368,AFG
76,2020-04-07,Afghanistan,confirmed,424,AFG
77,2020-04-08,Afghanistan,confirmed,445,AFG
78,2020-04-09,Afghanistan,confirmed,485,AFG
79,2020-04-10,Afghanistan,confirmed,532,AFG
80,2020-04-11,Afghanistan,confirmed,556,AFG
81,2020-04-12,Afghanistan,confirmed,608,AFG
82,2020-04-13,Afghanistan,confirmed,666,AFG
83,2020-04-14,Afghanistan,confirmed,715,AFG
84,2020-04-15,Afghanistan,confirmed,785,AFG
85,2020-04-16,Afghanistan,confirmed,841,AFG
86,2020-04-17,Afghanistan,confirmed,907,AFG
87,2020-04-18,Afghanistan,confirmed,934,AFG
88,2020-04-19,Afghanistan,confirmed,997,AFG
89,2020-04-20,Afghanistan,confirmed,1027,AFG
90,2020-04-21,Afghanistan,confirmed,1093,AFG
91,2020-04-22,Afghanistan,confirmed,1177,AFG
92,2020-04-23,Afghanistan,confirmed,1236,AFG
93,2020-04-24,Afghanistan,confirmed,1331,AFG
94,2020-04-25,Afghanistan,confirmed,1464,AFG
95,2020-04-26,Afghanistan,confirmed,1532,AFG
96,2020-04-27,Afghanistan,confirmed,1704,AFG
97,2020-04-28,Afghanistan,confirmed,1830,AFG
98,2020-04-29,Afghanistan,confirmed,1940,AFG
99,2020-04-30,Afghanistan,confirmed,2127,AFG
100,2020-05-01,Afghanistan,confirmed,2291,AFG
101,2020-05-02,Afghanistan,confirmed,2470,AFG
102,2020-05-03,Afghanistan,confirmed,2705,AFG
103,2020-05-04,Afghanistan,confirmed,2895,AFG
104,2020-05-05,Afghanistan,confirmed,3225,AFG
105,2020-05-06,Afghanistan,confirmed,3393,AFG
106,2020-05-07,Afghanistan,confirmed,3564,AFG
107,2020-05-08,Afghanistan,confirmed,3781,AFG
108,2020-05-09,Afghanistan,confirmed,4042,AFG
109,2020-05-10,Afghanistan,confirmed,4403,AFG
110,2020-05-11,Afghanistan,confirmed,4687,AFG
111,2020-05-12,Afghanistan,confirmed,4968,AFG
112,2020-05-13,Afghanistan,confirmed,5227,AFG
113,2020-05-14,Afghanistan,confirmed,5640,AFG
114,2020-05-15,Afghanistan,confirmed,6054,AFG
115,2020-05-16,Afghanistan,confirmed,6403,AFG
116,2020-05-17,Afghanistan,confirmed,6665,AFG
117,2020-05-18,Afghanistan,confirmed,7073,AFG
118,2020-05-19,Afghanistan,confirmed,7654,AFG
119,2020-05-20,Afghanistan,confirmed,8146,AFG
120,2020-05-21,Afghanistan,confirmed,8677,AFG
121,2020-05-22,Afghanistan,confirmed,9219,AFG
122,2020-05-23,Afghanistan,confirmed,10001,AFG
123,2020-05-24,Afghanistan,confirmed,10585,AFG
124,2020-05-25,Afghanistan,confirmed,11176,AFG
125,2020-05-26,Afghanistan,confirmed,11834,AFG
126,2020-05-27,Afghanistan,confirmed,12459,AFG
127,2020-05-28,Afghanistan,confirmed,13039,AFG
128,2020-05-29,Afghanistan,confirmed,13662,AFG
129,2020-05-30,Afghanistan,confirmed,14528,AFG
130,2020-05-31,Afghanistan,confirmed,15208,AFG
131,2020-06-01,Afghanistan,confirmed,15753,AFG
132,2020-06-02,Afghanistan,confirmed,16512,AFG
133,2020-06-03,Afghanistan,confirmed,17270,AFG
134,2020-06-04,Afghanistan,confirmed,18057,AFG
135,2020-06-05,Afghanistan,confirmed,18972,AFG
136,2020-06-06,Afghanistan,confirmed,19554,AFG
137,2020-06-07,Afghanistan,confirmed,20345,AFG
138,2020-06-08,Afghanistan,confirmed,20920,AFG
139,2020-06-09,Afghanistan,confirmed,21462,AFG
140,2020-06-10,Afghanistan,confirmed,22146,AFG
141,2020-06-11,Afghanistan,confirmed,22894,AFG
142,2020-06-12,Afghanistan,confirmed,23550,AFG
143,2020-06-13,Afghanistan,confirmed,24106,AFG
144,2020-06-14,Afghanistan,confirmed,24770,AFG
145,2020-06-15,Afghanistan,confirmed,25531,AFG
146,2020-06-16,Afghanistan,confirmed,26314,AFG
147,2020-06-17,Afghanistan,confirmed,26878,AFG
148,2020-06-18,Afghanistan,confirmed,27536,AFG
149,2020-06-19,Afghanistan,confirmed,27882,AFG
150,2020-06-20,Afghanistan,confirmed,28428,AFG
151,2020-06-21,Afghanistan,confirmed,28837,AFG
152,2020-06-22,Afghanistan,confirmed,29147,AFG
153,2020-06-23,Afghanistan,confirmed,29471,AFG
154,2020-06-24,Afghanistan,confirmed,29705,AFG
155,2020-06-25,Afghanistan,confirmed,30165,AFG
156,2020-06-26,Afghanistan,confirmed,30441,AFG
157,2020-06-27,Afghanistan,confirmed,30606,AFG
158,2020-06-28,Afghanistan,confirmed,30957,AFG
159,2020-06-29,Afghanistan,confirmed,31228,AFG
160,2020-06-30,Afghanistan,confirmed,31507,AFG
161,2020-07-01,Afghanistan,confirmed,31826,AFG
162,2020-07-02,Afghanistan,confirmed,32012,AFG
163,2020-07-03,Afghanistan,confirmed,32314,AFG
164,2020-07-04,Afghanistan,confirmed,32662,AFG
165,2020-07-05,Afghanistan,confirmed,32941,AFG
166,2020-07-06,Afghanistan,confirmed,33180,AFG
167,2020-07-07,Afghanistan,confirmed,33374,AFG
168,2020-07-08,Afghanistan,confirmed,33584,AFG
169,2020-07-09,Afghanistan,confirmed,33898,AFG
170,2020-07-10,Afghanistan,confirmed,34184,AFG
171,2020-07-11,Afghanistan,confirmed,34356,AFG
172,2020-07-12,Afghanistan,confirmed,34441,AFG
173,2020-07-13,Afghanistan,confirmed,34595,AFG
174,2020-07-14,Afghanistan,confirmed,34730,AFG
175,2020-07-15,Afghanistan,confirmed,34984,AFG
176,2020-07-16,Afghanistan,confirmed,35060,AFG
177,2020-07-17,Afghanistan,confirmed,35219,AFG
178,2020-07-18,Afghanistan,confirmed,35279,AFG
179,2020-07-19,Afghanistan,confirmed,35453,AFG
180,2020-07-20,Afghanistan,confirmed,35493,AFG
181,2020-07-21,Afghanistan,confirmed,35605,AFG
182,2020-07-22,Afghanistan,confirmed,35717,AFG
183,2020-07-23,Afghanistan,confirmed,35918,AFG
184,2020-07-24,Afghanistan,confirmed,35978,AFG
185,2020-07-25,Afghanistan,confirmed,36026,AFG
186,2020-07-26,Afghanistan,confirmed,36147,AFG
187,2020-07-27,Afghanistan,confirmed,36253,AFG
188,2020-07-28,Afghanistan,confirmed,36358,AFG
189,2020-07-29,Afghanistan,confirmed,36463,AFG
190,2020-07-30,Afghanistan,confirmed,36532,AFG
191,2020-07-31,Afghanistan,confirmed,36665,AFG
192,2020-08-01,Afghanistan,confirmed,36700,AFG
193,2020-08-02,Afghanistan,confirmed,36701,AFG
194,2020-08-03,Afghanistan,confirmed,36737,AFG
195,2020-08-04,Afghanistan,confirmed,36773,AFG
196,2020-08-05,Afghanistan,confirmed,36820,AFG
197,2020-08-06,Afghanistan,confirmed,36928,AFG
198,2020-08-07,Afghanistan,confirmed,37006,AFG
199,2020-08-08,Afghanistan,confirmed,37046,AFG
200,2020-08-09,Afghanistan,confirmed,37083,AFG
201,2020-08-10,Afghanistan,confirmed,37153,AFG
202,2020-08-11,Afghanistan,confirmed,37260,AFG
203,2020-08-12,Afghanistan,confirmed,37336,AFG
204,2020-08-13,Afghanistan,confirmed,37422,AFG
205,2020-08-14,Afghanistan,confirmed,37497,AFG
206,2020-08-15,Afghanistan,confirmed,37542,AFG
207,2020-08-16,Afghanistan,confirmed,37590,AFG
208,2020-08-17,Afghanistan,confirmed,37667,AFG
209,2020-08-18,Afghanistan,confirmed,37710,AFG
210,2020-08-19,Afghanistan,confirmed,37750,AFG
211,2020-08-20,Afghanistan,confirmed,37852,AFG
212,2020-08-21,Afghanistan,confirmed,37885,AFG
213,2020-08-22,Afghanistan,confirmed,37944,AFG
214,2020-08-23,Afghanistan,confirmed,37990,AFG
215,2020-08-24,Afghanistan,confirmed,38045,AFG
216,2020-08-25,Afghanistan,confirmed,38061,AFG
217,2020-08-26,Afghanistan,confirmed,38103,AFG
218,2020-08-27,Afghanistan,confirmed,38119,AFG
219,2020-08-28,Afghanistan,confirmed,38130,AFG
220,2020-08-29,Afghanistan,confirmed,38133,AFG
221,2020-08-30,Afghanistan,confirmed,38155,AFG
222,2020-08-31,Afghanistan,confirmed,38159,AFG
223,2020-09-01,Afghanistan,confirmed,38193,AFG
224,2020-09-02,Afghanistan,confirmed,38243,AFG
225,2020-09-03,Afghanistan,confirmed,38288,AFG
226,2020-09-04,Afghanistan,confirmed,38304,AFG
227,2020-09-05,Afghanistan,confirmed,38324,AFG
228,2020-09-06,Afghanistan,confirmed,38398,AFG
229,2020-09-07,Afghanistan,confirmed,38494,AFG
230,2020-09-08,Afghanistan,confirmed,38520,AFG
231,2020-09-09,Afghanistan,confirmed,38544,AFG
232,2020-09-10,Afghanistan,confirmed,38572,AFG
233,2020-09-11,Afghanistan,confirmed,38606,AFG
234,2020-09-12,Afghanistan,confirmed,38641,AFG
235,2020-09-13,Afghanistan,confirmed,38716,AFG
236,2020-09-14,Afghanistan,confirmed,38772,AFG
237,2020-09-15,Afghanistan,confirmed,38815,AFG
238,2020-09-16,Afghanistan,confirmed,38855,AFG
239,2020-09-17,Afghanistan,confirmed,38872,AFG
240,2020-09-18,Afghanistan,confirmed,38897,AFG
241,2020-09-19,Afghanistan,confirmed,38919,AFG
242,2020-09-20,Afghanistan,confirmed,39044,AFG
243,2020-09-21,Afghanistan,confirmed,39074,AFG
244,2020-09-22,Afghanistan,confirmed,39096,AFG
245,2020-09-23,Afghanistan,confirmed,39145,AFG
246,2020-09-24,Afghanistan,confirmed,39170,AFG
247,2020-09-25,Afghanistan,confirmed,39186,AFG
248,2020-09-26,Afghanistan,confirmed,39192,AFG
249,2020-09-27,Afghanistan,confirmed,39227,AFG
250,2020-09-28,Afghanistan,confirmed,39239,AFG
251,2020-09-29,Afghanistan,confirmed,39254,AFG
252,2020-09-30,Afghanistan,confirmed,39268,AFG
253,2020-10-01,Afghanistan,confirmed,39285,AFG
254,2020-10-02,Afghanistan,confirmed,39290,AFG
255,2020-10-03,Afghanistan,confirmed,39297,AFG
256,2020-10-04,Afghanistan,confirmed,39341,AFG
257,2020-10-05,Afghanistan,confirmed,39422,AFG
258,2020-10-06,Afghanistan,confirmed,39486,AFG
259,2020-10-07,Afghanistan,confirmed,39548,AFG
260,2020-10-08,Afghanistan,confirmed,39616,AFG
261,2020-10-09,Afghanistan,confirmed,39693,AFG
262,2020-10-10,Afghanistan,confirmed,39703,AFG
263,2020-10-11,Afghanistan,confirmed,39799,AFG
264,2020-10-12,Afghanistan,confirmed,39870,AFG
265,2020-10-13,Afghanistan,confirmed,39928,AFG
266,2020-10-14,Afghanistan,confirmed,39994,AFG
267,2020-10-15,Afghanistan,confirmed,40026,AFG
268,2020-10-16,Afghanistan,confirmed,40088,AFG
269,2020-10-17,Afghanistan,confirmed,40141,AFG
270,2020-10-18,Afghanistan,confirmed,40200,AFG
271,2020-10-19,Afghanistan,confirmed,40287,AFG
272,2020-10-20,Afghanistan,confirmed,40369,AFG
273,2020-10-21,Afghanistan,confirmed,40510,AFG
274,2020-10-22,Afghanistan,confirmed,40626,AFG
275,2020-10-23,Afghanistan,confirmed,40687,AFG
276,2020-10-24,Afghanistan,confirmed,40768,AFG
277,2020-10-25,Afghanistan,confirmed,40833,AFG
278,2020-10-26,Afghanistan,confirmed,40937,AFG
279,2020-10-27,Afghanistan,confirmed,41032,AFG
280,2020-10-28,Afghanistan,confirmed,41145,AFG
281,2020-10-29,Afghanistan,confirmed,41268,AFG
282,2020-10-30,Afghanistan,confirmed,41334,AFG
283,2020-10-31,Afghanistan,confirmed,41425,AFG
284,2020-11-01,Afghanistan,confirmed,41501,AFG
285,2020-11-02,Afghanistan,confirmed,41633,AFG
286,2020-11-03,Afghanistan,confirmed,41728,AFG
287,2020-11-04,Afghanistan,confirmed,41814,AFG
288,2020-11-05,Afghanistan,confirmed,41935,AFG
289,2020-11-06,Afghanistan,confirmed,41975,AFG
290,2020-11-07,Afghanistan,confirmed,42033,AFG
291,2020-11-08,Afghanistan,confirmed,42159,AFG
292,2020-11-09,Afghanistan,confirmed,42297,AFG
293,2020-11-10,Afghanistan,confirmed,42463,AFG
294,2020-11-11,Afghanistan,confirmed,42609,AFG
295,2020-11-12,Afghanistan,confirmed,42795,AFG
296,2020-11-13,Afghanistan,confirmed,42969,AFG
297,2020-11-14,Afghanistan,confirmed,43035,AFG
298,2020-11-15,Afghanistan,confirmed,43240,AFG
299,2020-11-16,Afghanistan,confirmed,43468,AFG
300,2020-11-17,Afghanistan,confirmed,43681,AFG
301,2020-11-18,Afghanistan,confirmed,43924,AFG
302,2020-11-19,Afghanistan,confirmed,44177,AFG
303,2020-11-20,Afghanistan,confirmed,44363,AFG
304,2020-11-21,Afghanistan,confirmed,44503,AFG
305,2020-11-22,Afghanistan,confirmed,44706,AFG
306,2020-11-23,Afghanistan,confirmed,44988,AFG
307,2020-11-24,Afghanistan,confirmed,45174,AFG
308,2020-11-25,Afghanistan,confirmed,45384,AFG
309,2020-11-26,Afghanistan,confirmed,45600,AFG
310,2020-11-27,Afghanistan,confirmed,45723,AFG
311,2020-11-28,Afghanistan,confirmed,45844,AFG
312,2020-11-29,Afghanistan,confirmed,46116,AFG
313,2020-11-30,Afghanistan,confirmed,46274,AFG
314,2020-12-01,Afghanistan,confirmed,46516,AFG
315,2020-12-02,Afghanistan,confirmed,46718,AFG
316,2020-12-03,Afghanistan,confirmed,46837,AFG
317,2020-12-04,Afghanistan,confirmed,46837,AFG
318,2020-12-05,Afghanistan,confirmed,47072,AFG
319,2020-12-06,Afghanistan,confirmed,47306,AFG
320,2020-12-07,Afghanistan,confirmed,47516,AFG
321,2020-12-08,Afghanistan,confirmed,47716,AFG
322,2020-12-09,Afghanistan,confirmed,47851,AFG
323,2020-12-10,Afghanistan,confirmed,48053,AFG
324,2020-12-11,Afghanistan,confirmed,48116,AFG
325,2020-12-12,Afghanistan,confirmed,48229,AFG
326,2020-12-13,Afghanistan,confirmed,48527,AFG
327,2020-12-14,Afghanistan,confirmed,48718,AFG
328,2020-12-15,Afghanistan,confirmed,48952,AFG
329,2020-12-16,Afghanistan,confirmed,49161,AFG
330,2020-12-17,Afghanistan,confirmed,49378,AFG
331,2020-12-18,Afghanistan,confirmed,49621,AFG
332,2020-12-19,Afghanistan,confirmed,49681,AFG
333,2020-12-20,Afghanistan,confirmed,49817,AFG
334,2020-12-21,Afghanistan,confirmed,50013,AFG
335,2020-12-22,Afghanistan,confirmed,50190,AFG
336,2020-12-23,Afghanistan,confirmed,50433,AFG
337,2020-12-24,Afghanistan,confirmed,50655,AFG
338,2020-12-25,Afghanistan,confirmed,50810,AFG
339,2020-12-26,Afghanistan,confirmed,50886,AFG
340,2020-12-27,Afghanistan,confirmed,51039,AFG
341,2020-12-28,Afghanistan,confirmed,51280,AFG
342,2020-12-29,Afghanistan,confirmed,51350,AFG
343,2020-12-30,Afghanistan,confirmed,51405,AFG
344,2020-12-31,Afghanistan,confirmed,51526,AFG
345,2021-01-01,Afghanistan,confirmed,51526,AFG
346,2021-01-02,Afghanistan,confirmed,51526,AFG
347,2021-01-03,Afghanistan,confirmed,51526,AFG
348,2021-01-04,Afghanistan,confirmed,53011,AFG
349,2021-01-05,Afghanistan,confirmed,53105,AFG
350,2021-01-06,Afghanistan,confirmed,53105,AFG
351,2021-01-07,Afghanistan,confirmed,53207,AFG
352,2021-01-08,Afghanistan,confirmed,53332,AFG
353,2021-01-09,Afghanistan,confirmed,53400,AFG
354,2021-01-10,Afghanistan,confirmed,53489,AFG
355,2021-01-11,Afghanistan,confirmed,53538,AFG
356,2021-01-12,Afghanistan,confirmed,53584,AFG
357,2021-01-13,Afghanistan,confirmed,53584,AFG
358,2021-01-14,Afghanistan,confirmed,53775,AFG
359,2021-01-15,Afghanistan,confirmed,53831,AFG
360,2021-01-16,Afghanistan,confirmed,53938,AFG
361,2021-01-17,Afghanistan,confirmed,53984,AFG
362,2021-01-18,Afghanistan,confirmed,54062,AFG
363,2021-01-19,Afghanistan,confirmed,54141,AFG
364,2021-01-20,Afghanistan,confirmed,54278,AFG
365,2021-01-21,Afghanistan,confirmed,54403,AFG
366,2021-01-22,Afghanistan,confirmed,54483,AFG
367,2021-01-23,Afghanistan,confirmed,54559,AFG
368,2021-01-24,Afghanistan,confirmed,54595,AFG
369,2021-01-25,Afghanistan,confirmed,54672,AFG
370,2021-01-26,Afghanistan,confirmed,54750,AFG
371,2021-01-27,Afghanistan,confirmed,54854,AFG
372,2021-01-28,Afghanistan,confirmed,54891,AFG
373,2021-01-29,Afghanistan,confirmed,54939,AFG
374,2021-01-30,Afghanistan,confirmed,55008,AFG
375,2021-01-31,Afghanistan,confirmed,55023,AFG
376,2021-02-01,Afghanistan,confirmed,55059,AFG
377,2021-02-02,Afghanistan,confirmed,55121,AFG
378,2021-02-03,Afghanistan,confirmed,55174,AFG
379,2021-02-04,Afghanistan,confirmed,55231,AFG
380,2021-02-05,Afghanistan,confirmed,55265,AFG
381,2021-02-06,Afghanistan,confirmed,55330,AFG
382,2021-02-07,Afghanistan,confirmed,55335,AFG
383,2021-02-08,Afghanistan,confirmed,55359,AFG
384,2021-02-09,Afghanistan,confirmed,55384,AFG
385,2021-02-10,Afghanistan,confirmed,55402,AFG
386,2021-02-11,Afghanistan,confirmed,55420,AFG
387,2021-02-12,Afghanistan,confirmed,55445,AFG
388,2021-02-13,Afghanistan,confirmed,55473,AFG
389,2021-02-14,Afghanistan,confirmed,55492,AFG
390,2021-02-15,Afghanistan,confirmed,55514,AFG
391,2021-02-16,Afghanistan,confirmed,55518,AFG
392,2021-02-17,Afghanistan,confirmed,55540,AFG
393,2021-02-18,Afghanistan,confirmed,55557,AFG
394,2021-02-19,Afghanistan,confirmed,55575,AFG
395,2021-02-20,Afghanistan,confirmed,55580,AFG
396,2021-02-21,Afghanistan,confirmed,55604,AFG
397,2021-02-22,Afghanistan,confirmed,55617,AFG
398,2021-02-23,Afghanistan,confirmed,55646,AFG
399,2021-02-24,Afghanistan,confirmed,55664,AFG
400,2021-02-25,Afghanistan,confirmed,55680,AFG
401,2021-02-26,Afghanistan,confirmed,55696,AFG
402,2021-02-27,Afghanistan,confirmed,55707,AFG
403,2021-02-28,Afghanistan,confirmed,55714,AFG
404,2021-03-01,Afghanistan,confirmed,55733,AFG
405,2021-03-02,Afghanistan,confirmed,55759,AFG
406,2021-03-03,Afghanistan,confirmed,55770,AFG
407,2021-03-04,Afghanistan,confirmed,55775,AFG
408,2021-03-05,Afghanistan,confirmed,55827,AFG
409,2021-03-06,Afghanistan,confirmed,55840,AFG
410,2021-03-07,Afghanistan,confirmed,55847,AFG
411,2021-03-08,Afghanistan,confirmed,55876,AFG
412,2021-03-09,Afghanistan,confirmed,55876,AFG
413,2021-03-10,Afghanistan,confirmed,55894,AFG
414,2021-03-11,Afghanistan,confirmed,55917,AFG
415,2021-03-12,Afghanistan,confirmed,55959,AFG
416,2021-03-13,Afghanistan,confirmed,55959,AFG
417,2021-03-14,Afghanistan,confirmed,55985,AFG
418,2021-03-15,Afghanistan,confirmed,55985,AFG
419,2021-03-16,Afghanistan,confirmed,55995,AFG
420,2021-03-17,Afghanistan,confirmed,56016,AFG
421,2021-03-18,Afghanistan,confirmed,56044,AFG
422,2021-03-19,Afghanistan,confirmed,56069,AFG
423,2021-03-20,Afghanistan,confirmed,56093,AFG
424,2021-03-21,Afghanistan,confirmed,56103,AFG
425,2021-03-22,Afghanistan,confirmed,56153,AFG
426,2021-03-23,Afghanistan,confirmed,56177,AFG
427,2021-03-24,Afghanistan,confirmed,56192,AFG
428,2021-03-25,Afghanistan,confirmed,56226,AFG
429,2021-03-26,Afghanistan,confirmed,56254,AFG
430,2021-03-27,Afghanistan,confirmed,56290,AFG
431,2021-03-28,Afghanistan,confirmed,56294,AFG
432,2021-03-29,Afghanistan,confirmed,56322,AFG
433,2021-03-30,Afghanistan,confirmed,56384,AFG
434,2021-03-31,Afghanistan,confirmed,56454,AFG
435,2021-04-01,Afghanistan,confirmed,56517,AFG
436,2021-04-02,Afghanistan,confirmed,56572,AFG
437,2021-04-03,Afghanistan,confirmed,56595,AFG
438,2021-04-04,Afghanistan,confirmed,56676,AFG
439,2021-04-05,Afghanistan,confirmed,56717,AFG
440,2021-04-06,Afghanistan,confirmed,56779,AFG
441,2021-04-07,Afghanistan,confirmed,56873,AFG
442,2021-04-08,Afghanistan,confirmed,56943,AFG
443,2021-04-09,Afghanistan,confirmed,57019,AFG
444,2021-04-10,Afghanistan,confirmed,57144,AFG
445,2021-04-11,Afghanistan,confirmed,57160,AFG
446,2021-04-12,Afghanistan,confirmed,57242,AFG
447,2021-04-13,Afghanistan,confirmed,57364,AFG
448,2021-04-14,Afghanistan,confirmed,57492,AFG
449,2021-04-15,Afghanistan,confirmed,57534,AFG
450,2021-04-16,Afghanistan,confirmed,57612,AFG
451,2021-04-17,Afghanistan,confirmed,57721,AFG
452,2021-04-18,Afghanistan,confirmed,57793,AFG
453,2021-04-19,Afghanistan,confirmed,57898,AFG
454,2021-04-20,Afghanistan,confirmed,58037,AFG
455,2021-04-21,Afghanistan,confirmed,58214,AFG
456,2021-04-22,Afghanistan,confirmed,58312,AFG
457,2020-01-22,Albania,confirmed,0,ALB
458,2020-01-23,Albania,confirmed,0,ALB
459,2020-01-24,Albania,confirmed,0,ALB
460,2020-01-25,Albania,confirmed,0,ALB
461,2020-01-26,Albania,confirmed,0,ALB
462,2020-01-27,Albania,confirmed,0,ALB
463,2020-01-28,Albania,confirmed,0,ALB
464,2020-01-29,Albania,confirmed,0,ALB
465,2020-01-30,Albania,confirmed,0,ALB
466,2020-01-31,Albania,confirmed,0,ALB
467,2020-02-01,Albania,confirmed,0,ALB
468,2020-02-02,Albania,confirmed,0,ALB
469,2020-02-03,Albania,confirmed,0,ALB
470,2020-02-04,Albania,confirmed,0,ALB
471,2020-02-05,Albania,confirmed,0,ALB
472,2020-02-06,Albania,confirmed,0,ALB
473,2020-02-07,Albania,confirmed,0,ALB
474,2020-02-08,Albania,confirmed,0,ALB
475,2020-02-09,Albania,confirmed,0,ALB
476,2020-02-10,Albania,confirmed,0,ALB
477,2020-02-11,Albania,confirmed,0,ALB
478,2020-02-12,Albania,confirmed,0,ALB
479,2020-02-13,Albania,confirmed,0,ALB
480,2020-02-14,Albania,confirmed,0,ALB
481,2020-02-15,Albania,confirmed,0,ALB
482,2020-02-16,Albania,confirmed,0,ALB
483,2020-02-17,Albania,confirmed,0,ALB
484,2020-02-18,Albania,confirmed,0,ALB
485,2020-02-19,Albania,confirmed,0,ALB
486,2020-02-20,Albania,confirmed,0,ALB
487,2020-02-21,Albania,confirmed,0,ALB
488,2020-02-22,Albania,confirmed,0,ALB
489,2020-02-23,Albania,confirmed,0,ALB
490,2020-02-24,Albania,confirmed,0,ALB
491,2020-02-25,Albania,confirmed,0,ALB
492,2020-02-26,Albania,confirmed,0,ALB
493,2020-02-27,Albania,confirmed,0,ALB
494,2020-02-28,Albania,confirmed,0,ALB
495,2020-02-29,Albania,confirmed,0,ALB
496,2020-03-01,Albania,confirmed,0,ALB
497,2020-03-02,Albania,confirmed,0,ALB
498,2020-03-03,Albania,confirmed,0,ALB
499,2020-03-04,Albania,confirmed,0,ALB
500,2020-03-05,Albania,confirmed,0,ALB
501,2020-03-06,Albania,confirmed,0,ALB
502,2020-03-07,Albania,confirmed,0,ALB
503,2020-03-08,Albania,confirmed,0,ALB
504,2020-03-09,Albania,confirmed,2,ALB
505,2020-03-10,Albania,confirmed,10,ALB
506,2020-03-11,Albania,confirmed,12,ALB
507,2020-03-12,Albania,confirmed,23,ALB
508,2020-03-13,Albania,confirmed,33,ALB
509,2020-03-14,Albania,confirmed,38,ALB
